Start,End,Open,High,Low,Close,Volume,Market Cap,Close_Z
16/07/2024,17/07/2024,64868.03,65264.81,62529.99,65119.1,1.16542E+11,1.26428E+12,64819.37
15/07/2024,16/07/2024,60876.22,64819.37,60680.22,64819.37,1.00146E+11,1.23936E+12,60946.02
14/07/2024,15/07/2024,59318.59,61330.03,59316.48,60946.02,85066289307,1.18244E+12,59174.19
13/07/2024,14/07/2024,57858.96,59687.99,57774.09,59174.19,83611257770,1.15058E+12,57899.96
12/07/2024,13/07/2024,57299.22,58519.96,56607.98,57899.96,93418137285,1.13223E+12,57381.96
11/07/2024,12/07/2024,57619.19,59282.81,57174.19,57381.96,91437938549,1.14051E+12,57719.47
10/07/2024,11/07/2024,57923.75,59317.95,57193.27,57719.47,91848128823,1.1447E+12,57995.99
09/07/2024,10/07/2024,56646.67,58127.91,56409.45,57995.99,1.00398E+11,1.13139E+12,56681.81
08/07/2024,09/07/2024,55857.81,57909.97,54411.12,56681.81,99609702444,1.10772E+12,55878.38
07/07/2024,08/07/2024,58230.16,58374.36,55818,55878.38,79631334265,1.12987E+12,58232.99
06/07/2024,07/07/2024,56628.73,58398.11,56050.98,58232.99,98029265844,1.12385E+12,56691.34
05/07/2024,06/07/2024,57043.9,57434.94,53761.07,56691.34,1.22554E+11,1.09828E+12,57142
04/07/2024,05/07/2024,60208.62,60465.72,56809.43,57142,1.01842E+11,1.14906E+12,60294.75
03/07/2024,04/07/2024,62127.99,62285.9,59521.02,60294.75,87751477173,1.19474E+12,62127.95
02/07/2024,03/07/2024,62906,63243.07,61816.25,62127.95,83918670306,1.2322E+12,62889.92
01/07/2024,02/07/2024,62771.97,63844.24,62597.62,62889.92,86017960842,1.24417E+12,62849.53
30/06/2024,01/07/2024,60986.67,62990.1,60660.77,62849.53,72644110249,1.21249E+12,60964.17
29/06/2024,30/06/2024,60427.81,61210,60426.02,60964.17,81524470018,1.20064E+12,60427.86
28/06/2024,29/06/2024,61617.14,62200.29,60080,60427.86,86177794784,1.20609E+12,61646.05
27/06/2024,28/06/2024,60854.02,62338.43,60666.19,61646.05,1.21598E+11,1.20836E+12,60761.24
26/06/2024,27/06/2024,61804.76,62357.58,60761.24,60761.24,1.01706E+11,1.21057E+12,61789.98
25/06/2024,26/06/2024,60297.21,62231.16,60272.58,61789.98,1.05013E+11,1.20834E+12,60382.81
24/06/2024,25/06/2024,63197.97,63316.01,58946.24,60382.81,88214365730,1.21122E+12,63290.43
23/06/2024,24/06/2024,64261.95,64521.03,63290.43,63290.43,68549855803,1.26533E+12,64272.8
22/06/2024,23/06/2024,64131.09,64505.96,63980.01,64272.8,81694907535,1.2668E+12,64097.29
21/06/2024,22/06/2024,64870,65055.95,63472,64097.29,91064047001,1.26516E+12,64881.08
20/06/2024,21/06/2024,64974.38,66411.96,64595.1,64881.08,86987051059,1.28654E+12,64950.06
19/06/2024,20/06/2024,65175.32,65631.97,64693.19,64950.06,99459975582,1.28376E+12,65098.92
18/06/2024,19/06/2024,66487.62,66514.58,64154.04,65098.92,1.05436E+11,1.28484E+12,66491.14
17/06/2024,18/06/2024,66679.37,67247.97,65199.99,66491.14,86664744891,1.30464E+12,66661.05
16/06/2024,17/06/2024,66228.19,66964.66,66064.03,66661.05,76461375993,1.30908E+12,66198.06
15/06/2024,16/06/2024,65992.06,66441.35,65916,66198.06,91215626050,1.30455E+12,66052.46
14/06/2024,15/06/2024,66772.99,67343.12,65117.84,66052.46,98995504259,1.31052E+12,66771.55
13/06/2024,14/06/2024,68263.95,68393.59,66436.08,66771.55,1.11573E+11,1.32743E+12,68270.22
12/06/2024,13/06/2024,67314.24,69980.04,66960.38,68270.22,1.07348E+11,1.34357E+12,67345.04
11/06/2024,12/06/2024,69540.15,69580.24,66193.56,67345.04,1.04796E+11,1.33033E+12,69519.27
10/06/2024,11/06/2024,69648.18,70160,69258.75,69519.27,87451861113,1.37112E+12,69657.34
09/06/2024,10/06/2024,69310.52,69850.12,69169.97,69657.34,83310044390,1.3686E+12,69316.65
08/06/2024,09/06/2024,69355.62,69582.23,69224.59,69316.65,1.03611E+11,1.36743E+12,69375.8
07/06/2024,08/06/2024,70799.08,71968.03,68728.21,69375.8,1.06092E+11,1.39212E+12,70783.1
06/06/2024,07/06/2024,71087.06,71603.24,70330.65,70783.1,1.02878E+11,1.39913E+12,71131.93
05/06/2024,06/06/2024,70537.85,71696.85,70443.46,71131.93,1.11311E+11,1.39993E+12,70599
04/06/2024,05/06/2024,68809.87,71020.04,68633.19,70599,1.04655E+11,1.3716E+12,68808.7
03/06/2024,04/06/2024,67779.94,70212.93,67634.05,68808.7,97398272823,1.35889E+12,67781.47
02/06/2024,03/06/2024,67766.88,68429.33,67399.94,67781.47,81799035675,1.33655E+12,67747.95
01/06/2024,02/06/2024,67545.59,67865.07,67467.77,67747.95,92032958381,1.33397E+12,67576.21
31/05/2024,01/06/2024,68352.12,68894.35,66741.31,67576.21,99878780775,1.34001E+12,68375.98
30/05/2024,31/05/2024,67575.28,69472.55,67191.52,68375.98,99654420792,1.34378E+12,67665.53
29/05/2024,30/05/2024,68398.42,68917.38,67172.01,67665.53,1.00942E+11,1.33943E+12,68397.44
28/05/2024,29/05/2024,69377.71,69469.69,67284.99,68397.44,1.0461E+11,1.34525E+12,69446.22
27/05/2024,28/05/2024,68513.99,70660.82,68271.15,69446.22,94366758874,1.36262E+12,68552.6
26/05/2024,27/05/2024,69284.48,69464.03,68313.96,68552.6,88617971000,1.35912E+12,69264.99
25/05/2024,26/05/2024,68549.98,69544.36,68529.54,69264.99,98349462379,1.359E+12,68534.95
24/05/2024,25/05/2024,67989.95,69184.6,66714.03,68534.95,1.18733E+11,1.33859E+12,67923.97
23/05/2024,24/05/2024,69166.59,70036.03,66671.21,67923.97,1.11359E+11,1.35514E+12,69224.99
22/05/2024,23/05/2024,70145.51,70599.97,69048.6,69224.99,1.16115E+11,1.37599E+12,70104.4
21/05/2024,22/05/2024,71413.26,71739.14,69266.38,70104.4,1.40382E+11,1.39143E+12,71418.17
20/05/2024,21/05/2024,66278.22,71456.55,66139.62,71418.17,97673519611,1.33204E+12,66347.05
19/05/2024,20/05/2024,66915.16,67598.31,66005.33,66347.05,84425742669,1.31708E+12,66914.58
18/05/2024,19/05/2024,67030.03,67376.41,66640.01,66914.58,93829825868,1.31875E+12,67004.04
17/05/2024,18/05/2024,65234.32,67399.94,65156.23,67004.04,1.02634E+11,1.30512E+12,65249.97
16/05/2024,17/05/2024,66206.5,66598.22,64665.08,65249.97,1.15682E+11,1.29591E+12,66247.62
15/05/2024,16/05/2024,61577.48,66390,61404.32,66247.62,1.00366E+11,1.2519E+12,61602.22
14/05/2024,15/05/2024,62940.1,63053.02,61157.62,61602.22,96890384586,1.22023E+12,62917.18
13/05/2024,14/05/2024,61444.49,63332.96,60786.91,62917.18,90675951503,1.22778E+12,61549.96
12/05/2024,13/05/2024,60816.04,61763.99,60689.41,61549.96,76159301785,1.20468E+12,60784.24
11/05/2024,12/05/2024,60800.03,61391.96,60560.03,60784.24,93416078525,1.19992E+12,60887.95
10/05/2024,11/05/2024,63074.05,63463.95,60318.78,60887.95,99784445418,1.22319E+12,63110.01
09/05/2024,10/05/2024,61203.59,63349.87,60746.02,63110.01,96371791599,1.21654E+12,61220.05
08/05/2024,09/05/2024,62312.12,62947.97,60957.21,61220.05,96231033742,1.22644E+12,62380.43
07/05/2024,08/05/2024,63165.14,64322.23,62292.05,62380.43,1.02284E+11,1.25031E+12,63197.19
06/05/2024,07/05/2024,64011.98,65424.77,62970.14,63197.19,95229564648,1.2586E+12,64040.05
05/05/2024,06/05/2024,63893.95,64479.4,63010.78,64040.05,89483521888,1.25545E+12,63880.04
04/05/2024,05/05/2024,62870.12,64469.81,62642.67,63880.04,1.05859E+11,1.24905E+12,62799.97
03/05/2024,04/05/2024,59112.48,63176.02,58837.01,62799.97,1.04745E+11,1.19386E+12,59134.5
02/05/2024,03/05/2024,58365.01,59545.21,57003.3,59134.5,1.31433E+11,1.14946E+12,58266.04
01/05/2024,02/05/2024,60669.84,60762.08,56721.02,58266.04,1.59023E+11,1.14877E+12,60761.95
30/04/2024,01/05/2024,63822.08,64654.02,59265.11,60761.95,1.43219E+11,1.21732E+12,63817.97
29/04/2024,30/04/2024,63109.65,64070.04,61835.95,63817.97,1.28856E+11,1.23577E+12,63059.25
28/04/2024,29/04/2024,63461.99,64300.03,62875.28,63059.25,1.23978E+11,1.25407E+12,63483.13
27/04/2024,28/04/2024,63770.01,63891.08,62593.31,63483.13,1.31525E+11,1.24233E+12,63806.23
26/04/2024,27/04/2024,64486.53,64732.29,63397.37,63806.23,1.44552E+11,1.26302E+12,64495.27
25/04/2024,26/04/2024,64289.6,65083.98,62956.04,64495.27,1.49158E+11,1.26423E+12,64291.07
24/04/2024,25/04/2024,66414.01,67070.4,63742.73,64291.07,1.38491E+11,1.29453E+12,66386.61
23/04/2024,24/04/2024,66822.2,67174.02,65884.15,66386.61,1.40914E+11,1.3086E+12,66818.89
22/04/2024,23/04/2024,64937.94,67180.03,64598,66818.89,1.40021E+11,1.29963E+12,64896.87
21/04/2024,22/04/2024,64940.62,65638.74,64302.47,64896.87,1.32646E+11,1.27873E+12,64857.99
20/04/2024,21/04/2024,63818.04,65351.33,63321.19,64857.99,1.538E+11,1.2637E+12,63965.95
19/04/2024,20/04/2024,63459.73,65384.6,59734.42,63965.95,1.79592E+11,1.2547E+12,63418
18/04/2024,19/04/2024,61277.35,64049.91,60896,63418,1.62264E+11,1.22821E+12,61309.97
17/04/2024,18/04/2024,63793.38,64409.61,60035.04,61309.97,1.59271E+11,1.2307E+12,63679.78
16/04/2024,17/04/2024,63408.02,64279.61,61721.75,63679.78,1.64862E+11,1.23964E+12,63496.91
15/04/2024,16/04/2024,65666.9,66716.61,62664.83,63496.91,1.67288E+11,1.27879E+12,65582.95
14/04/2024,15/04/2024,63919.56,65737.76,62168.38,65582.95,1.93385E+11,1.26307E+12,64255.94
13/04/2024,14/04/2024,67129,67890.08,61480,64255.94,1.70831E+11,1.30932E+12,67208.21
12/04/2024,13/04/2024,70006.21,71173.45,66012.76,67208.21,1.56493E+11,1.3679E+12,70112.05
